Number,Name,Widths,Hights,Latitude,Longitude,Rubbish,Plastics,Cans,Glass,Papers
74,20221011_130155.jpg,3024,3024,37.55,126.9,0,1,0,0,0
75,20221011_130155(0).jpg,3024,3024,37.55,126.9,0,1,0,0,0
76,20221011_130156.jpg,3024,3024,37.55,126.9,0,1,0,0,0
77,20221011_130156(0).jpg,3024,3024,37.55,126.9,0,1,0,0,0
78,20221011_130156(1).jpg,3024,3024,37.55,126.9,0,1,0,0,0
79,20221011_130157.jpg,3024,3024,37.55,126.9,0,1,0,0,0
80,20221011_130157(0).jpg,3024,3024,37.55,126.9,0,1,0,0,0
81,20221011_130232.jpg,3024,3024,37.55,126.9,1,0,0,0,0
82,20221011_130233.jpg,3024,3024,37.55,126.9,1,0,0,0,0
83,20221011_130233(0).jpg,3024,3024,37.55,126.9,1,0,0,0,0
84,20221011_130234.jpg,3024,3024,37.55,126.9,1,0,0,0,0
85,20221011_130234(0).jpg,3024,3024,37.55,126.9,1,0,0,0,0
86,20221011_130235.jpg,3024,3024,37.55,126.9,1,0,0,0,0
87,20221011_130235(0).jpg,3024,3024,37.55,126.9,1,0,0,0,0
88,20221011_130236.jpg,3024,3024,37.55,126.9,1,0,0,0,0
89,20221011_130236(0).jpg,3024,3024,37.55,126.9,1,0,0,0,0
90,20221011_130237.jpg,3024,3024,37.55,126.9,1,0,0,0,0
91,20221011_130243.jpg,3024,3024,37.55,126.9,1,0,0,0,0
92,20221011_130244.jpg,3024,3024,37.55,126.9,1,0,0,0,0
93,20221011_130244(0).jpg,3024,3024,37.55,126.9,1,0,0,0,0
94,20221011_130245.jpg,3024,3024,37.55,126.9,1,0,0,0,0
95,20221011_130245(0).jpg,3024,3024,37.55,126.9,1,0,0,0,0
96,20221011_130246.jpg,3024,3024,37.55,126.9,1,0,0,0,0
97,20221011_130342.jpg,3024,3024,37.55,126.9,1,0,0,0,0
98,20221011_130342(0).jpg,3024,3024,37.55,126.9,1,0,0,0,0
99,20221011_130343.jpg,3024,3024,37.55,126.9,1,0,0,0,0
100,20221011_130343(0).jpg,3024,3024,37.55,126.9,1,0,0,0,0
101,20221011_130344.jpg,3024,3024,37.55,126.9,1,0,0,0,0
102,20221011_130344(0).jpg,3024,3024,37.55,126.9,1,0,0,0,0
103,20221011_130345.jpg,3024,3024,37.55,126.9,1,0,0,0,0
104,20221011_130345(0).jpg,3024,3024,37.55,126.9,1,0,0,0,0
105,20221011_130346.jpg,3024,3024,37.55,126.9,1,0,0,0,0
106,20221011_130346(0).jpg,3024,3024,37.55,126.9,1,0,0,0,0
107,20221011_130347.jpg,3024,3024,37.55,126.9,1,0,0,0,0
108,20221011_130348.jpg,3024,3024,37.55,126.9,1,0,0,0,0
109,20221011_130348(0).jpg,3024,3024,37.55,126.9,1,0,0,0,0
110,20221011_130349.jpg,3024,3024,37.55,126.9,1,0,0,0,0
111,20221011_130455.jpg,3024,3024,37.55,126.9,1,1,0,0,0
112,20221011_130456.jpg,3024,3024,37.55,126.9,1,1,0,0,0
113,20221011_130456(0).jpg,3024,3024,37.55,126.9,1,1,0,0,0
114,20221011_130457.jpg,3024,3024,37.55,126.9,1,1,0,0,0
115,20221011_130458.jpg,3024,3024,37.55,126.9,1,1,0,0,0
116,20221011_130459.jpg,3024,3024,37.55,126.9,1,1,0,0,0
117,20221011_130500.jpg,3024,3024,37.55,126.9,1,1,0,0,0
118,20221011_130501.jpg,3024,3024,37.55,126.9,1,1,0,0,0
119,20221011_130502.jpg,3024,3024,37.55,126.9,1,1,0,0,0
120,20221011_130503.jpg,3024,3024,37.55,126.9,1,1,0,0,0
1,IMG_3040,3024,4032,37.49300001,126.87,0,1,0,0,0
2,IMG_3043,3024,4032,37.49300001,126.87,0,1,0,0,0
3,IMG_3044,3024,4032,37.49300001,126.87,0,1,0,0,0
4,IMG_3045,3024,4032,37.494,126.87001,1,0,0,0,0
5,IMG_3046,3024,4032,37.494,126.87001,1,0,0,0,0
6,IMG_3047,3024,4032,37.494,126.87001,1,0,0,0,0
7,IMG_3048,3024,4032,37.4943,126.87001,0,1,0,0,0
8,IMG_3049,3024,4032,37.4943,126.87001,0,1,0,0,0
9,IMG_3052,3024,4032,37.4943,126.87001,0,1,0,0,0
10,IMG_3057,3024,4032,37.4951,126.87,0,0,0,0,1
11,IMG_3058,3024,4032,37.4951,126.87,0,0,0,0,1
12,IMG_3059,3024,4032,37.4951,126.87,0,0,0,0,1
13,IMG_3060,3024,4032,37.4951,126.87,0,0,0,0,1
14,IMG_3061,3024,4032,37.496,126.87,0,0,0,0,1
15,IMG_3062,3024,4032,37.496,126.87,0,0,0,0,1
16,IMG_3063,3024,4032,37.496,126.87,0,0,0,0,1
17,IMG_3064,3024,4032,37.496,126.87,0,0,0,0,1
18,IMG_3065,3024,4032,37.501,126.87111,0,0,1,0,0
19,IMG_3068,3024,4032,37.501,126.87111,0,0,1,0,0
20,IMG_3069,3024,4032,37.501,126.87111,0,0,1,0,0
21,IMG_3071,3024,4032,37.5031,126.87113,1,0,0,0,0
22,IMG_3072,3024,4032,37.5031,126.87113,1,0,0,0,0
23,IMG_3076,3024,4032,37.5031,126.87113,0,1,0,0,0
24,IMG_3077,3024,4032,37.5031,126.87113,0,1,0,0,0
25,IMG_3078,3024,4032,37.5031,126.87113,0,1,0,0,0
26,IMG_3079,3024,4032,37.5042,126.87213,0,1,0,0,0
27,IMG_3080,3024,4032,37.5042,126.87213,0,1,0,0,0
28,IMG_3082,3024,4032,37.5042,126.87213,0,1,0,0,0
29,IMG_3083,3024,4032,37.5042,126.87213,0,1,0,0,0
30,IMG_3084,3024,4032,37.5042,126.87213,0,1,0,0,0
31,IMG_3091,3024,4032,37.505,126.872,0,0,1,0,0
32,IMG_3092,3024,4032,37.505,126.872,0,0,1,0,0
33,IMG_3093,3024,4032,37.505,126.872,1,0,0,0,0
34,IMG_3094,3024,4032,37.505,126.8723,1,0,0,0,0
35,IMG_3095,3024,4032,37.505,126.8723,1,0,0,0,0
36,IMG_3096,3024,4032,37.505,126.8723,1,0,0,0,0
37,IMG_3097,3024,4032,37.507,126.873,1,0,0,0,0
38,IMG_3098,3024,4032,37.507,126.873,1,0,0,0,0
39,IMG_3099,3024,4032,37.507,126.873,1,0,0,0,0
40,IMG_3102,3024,4032,37.601,126.8011,0,1,0,0,0
41,IMG_3103,3024,4032,37.601,126.8011,0,1,0,0,0
42,IMG_3104,3024,4032,37.601,126.8011,0,1,0,0,0
43,IMG_3105,3024,4032,37.601,126.8011,0,1,0,0,0
44,IMG_3108,3024,4032,37.601,126.8011,0,1,0,0,0
45,IMG_3109,3024,4032,37.5999,126.802,0,1,0,0,0
46,IMG_3112,3024,4032,37.5999,126.802,0,1,0,0,0
47,IMG_3113,3024,4032,37.5999,126.802,0,1,0,0,0
48,IMG_3114,3024,4032,37.5999,126.802,0,1,0,0,0
49,IMG_3115,3024,4032,37.5999,126.802,0,1,0,0,0
50,IMG_3116,3024,4032,37.5999,126.802,0,1,0,0,0
51,IMG_3118,3024,4032,37.5878,126.82,1,0,0,0,0
52,IMG_3119,3024,4032,37.5878,126.82,1,0,0,0,0
53,IMG_3120,3024,4032,37.5878,126.82,1,0,0,0,0
54,IMG_3121,3024,4032,37.5878,126.82,1,0,0,0,0
55,IMG_3123,3024,4032,37.5878,126.82,1,0,0,0,0
56,IMG_3124,3024,4032,37.5867,126.8255,0,0,0,0,1
57,IMG_3125,3024,4032,37.5867,126.8255,0,0,0,0,1
58,IMG_3127,3024,4032,37.5867,126.8255,0,0,0,0,1
59,IMG_3128,3024,4032,37.5867,126.8255,0,0,0,0,1
60,IMG_3129,3024,4032,37.5867,126.8255,0,0,0,0,1
61,IMG_3130,3024,4032,37.5870001,126.826,0,0,0,0,1
62,IMG_3131,3024,4032,37.5870001,126.826,0,0,0,0,1
63,IMG_3133,3024,4032,37.5870001,126.826,0,0,0,0,1
64,IMG_3134,3024,4032,37.5870001,126.826,0,0,0,0,1
65,IMG_3135,3024,4032,37.5870001,126.826,0,0,0,0,1
66,IMG_3136,3024,4032,37.58691001,126.826111,0,1,0,0,0
67,IMG_3137,3024,4032,37.58691001,126.826111,0,1,0,0,0
68,IMG_3138,3024,4032,37.58691001,126.826111,0,1,0,0,0
69,IMG_3139,3024,4032,37.58691001,126.826111,0,1,0,0,0
70,IMG_3141,3024,4032,37.58691001,126.826111,0,1,0,0,0
71,IMG_3144,3024,4032,37.586811,126.82625,0,0,0,1,0
72,IMG_3145,3024,4032,37.586811,126.82625,0,0,0,1,0
73,IMG_3146,3024,4032,37.586811,126.82625,0,0,0,1,0
74,IMG_3147,3024,4032,37.586811,126.82625,0,0,0,1,0
75,IMG_3149,3024,4032,37.586811,126.82625,0,0,0,1,0
76,IMG_3150,3024,4032,37.586001,126.83001,0,0,0,0,1
77,IMG_3151,3024,4032,37.586001,126.83001,0,0,0,0,1
78,IMG_3153,3024,4032,37.586001,126.83001,0,0,0,0,1
79,IMG_3154,3024,4032,37.586001,126.83001,0,0,0,0,1
80,IMG_3155,3024,4032,37.586001,126.83001,0,0,0,0,1
81,IMG_3156,3024,4032,37.586001,126.83001,0,0,0,0,1
82,IMG_3157,3024,4032,37.583,126.831999,0,0,0,1,0
83,IMG_3165,3024,4032,37.583,126.831999,0,0,0,1,0
84,IMG_3166,3024,4032,37.583,126.831999,0,0,0,1,0
85,IMG_3167,3024,4032,37.583,126.831999,0,0,0,1,0
86,IMG_3168,3024,4032,37.583,126.831999,0,0,0,1,0
87,IMG_3170,3024,4032,37.583,126.831999,0,0,0,1,0
88,IMG_3174,3024,4032,37.583,126.831999,0,0,0,1,0
89,IMG_3175,3024,4032,37.58009,126.8320101,0,0,1,0,0
90,IMG_3176,3024,4032,37.58009,126.8320101,0,0,1,0,0
91,IMG_3177,3024,4032,37.58009,126.8320101,0,0,1,0,0
92,IMG_3180,3024,4032,37.58009,126.8320101,0,0,1,0,0
93,IMG_3181,3024,4032,37.5815,126.8326971,0,0,1,0,0
94,IMG_3182,3024,4032,37.5815,126.8326971,0,0,1,0,0
95,IMG_3184,3024,4032,37.5815,126.8326971,0,0,1,0,0
96,IMG_3185,3024,4032,37.5815,126.8326971,0,0,1,0,0
97,IMG_3186,3024,4032,37.5815,126.8326971,0,0,1,0,0
98,IMG_3188,3024,4032,37.5803333,126.832923,0,1,0,0,0
99,IMG_3189,3024,4032,37.5803333,126.832923,0,1,0,0,0
100,IMG_3190,3024,4032,37.5803333,126.832923,0,1,0,0,0
101,IMG_3191,3024,4032,37.5803333,126.832923,0,1,0,0,0
102,IMG_3192,3024,4032,37.5803333,126.832923,0,1,0,0,0
1,sample001,2048,1536,37.52943,127.06538,0,0,0,0,1
2,sample002,1536,2048,37.5293,127.06546,1,0,0,0,1
3,sample003,3024,4032,37.52936,127.06536,1,0,0,0,1
4,sample004,1536,2049,37.52943,127.06537,1,0,0,0,0
5,sample005,3024,4032,37.52941,127.06535,0,0,0,0,1
6,sample006,1536,2048,37.5293,127.06551,0,0,0,0,1
7,sample007,1536,2049,37.52941,127.06535,1,0,0,0,0
8,sample008,1536,2049,37.52941,127.06537,0,1,0,0,0
9,sample009,3024,4032,37.52941,127.06536,0,1,0,0,0
10,sample010,3024,4032,37.5294,127.06535,1,0,0,0,0
11,sample011,3024,4032,37.5294,127.06535,1,0,0,0,0
12,sample012,1536,2049,37.5294,127.06535,0,0,0,0,1
13,sample013,3024,4032,37.5294,127.06532,0,0,0,0,1
14,sample014,2048,1536,37.52923,127.06541,0,0,0,0,1
15,sample015,3024,4032,37.5294,127.06535,0,0,0,0,1
16,sample016,1536,2049,37.5294,127.06535,0,0,0,0,1
17,sample017,3024,4032,37.5294,127.06534,0,0,0,0,1
18,sample018,1536,2049,37.5294,127.06534,0,0,0,0,1
19,sample019,1536,2048,37.52934,127.06542,1,0,0,0,0
20,sample020,1536,2049,37.52941,127.06535,1,0,0,0,0
21,sample021,1536,2049,37.52943,127.06535,1,0,0,0,0
22,sample022,2049,1536,37.5294,127.06534,0,1,0,0,0
23,sample023,2049,1536,37.52935,127.06536,0,1,0,0,0
24,sample024,1536,2048,37.52933,127.06541,1,0,0,0,0
25,sample025,3024,4032,37.5294,127.06535,0,0,0,0,1
26,sample026,1536,2049,37.52943,127.06533,0,0,0,0,1
27,sample027,3024,4032,37.52944,127.06533,0,0,0,0,1
28,sample028,3024,4032,37.52946,127.06534,0,0,0,0,1
29,sample029,1536,2048,37.52945,127.06533,0,0,0,0,1
30,sample030,3024,4032,37.52946,127.06536,0,0,0,0,1
31,sample031,1536,2049,37.52944,127.06544,1,0,0,0,0
32,sample032,3024,4032,37.52945,127.06537,1,0,0,0,0
33,sample033,1536,2049,37.52942,127.06542,1,0,0,0,0
34,sample034,3024,4032,37.5294,127.0654,1,0,0,0,0
35,sample035,1536,2049,37.52933,127.06544,1,0,0,0,0
36,sample036,2048,1536,37.52943,127.06533,1,0,0,0,0
37,sample037,3024,4032,37.52943,127.06543,1,0,0,0,0
38,sample038,1536,2049,37.52942,127.06544,1,0,0,0,0
39,sample039,2048,1536,37.52942,127.06542,1,0,0,0,0
40,sample040,1536,2049,37.52943,127.06541,1,0,0,0,0
41,sample041,1536,2049,37.52941,127.06541,1,0,0,0,0
42,sample042,4032,3024,37.52944,127.0654,1,0,0,0,0
43,sample043,1536,2049,37.52943,127.06536,1,0,0,0,0
44,sample044,1536,2049,37.5294,127.06535,1,0,0,0,0
45,sample045,2049,1536,37.5294,127.06538,0,1,0,0,0
46,sample046,2049,1536,37.5293,127.06539,0,1,0,0,0
47,sample047,1536,2049,37.52943,127.06541,0,1,0,0,0
48,sample048,4032,3024,37.52942,127.06539,1,0,0,0,0
49,sample049,1536,2049,37.52944,127.06543,1,0,0,0,0
50,sample050,2049,1536,37.52944,127.06544,1,0,0,0,0
51,sample051,1536,2049,37.52942,127.06542,1,0,0,0,0
52,sample052,1536,2049,37.52941,127.06541,1,0,0,0,0
53,sample053,1536,2049,37.6766,126.8164,0,1,0,0,0
54,sample054,3024,4032,37.67659,126.8164,0,0,0,0,1
55,sample055,3024,4032,37.6766,126.81638,0,0,0,0,1
56,sample056,3024,4032,37.67661,126.81638,0,0,0,0,1
57,sample057,4032,3024,37.67659,126.81639,0,0,0,0,1
58,sample058,3024,4032,37.67662,126.81641,1,0,0,0,0
59,sample059,3024,4032,37.67661,126.8164,0,0,0,0,1
60,sample060,3024,4032,37.6766,126.81638,0,0,0,0,1
61,sample061,3024,4032,37.67659,126.81639,0,1,0,0,0
62,sample062,3024,4032,37.67659,126.8164,1,0,0,0,0
63,sample063,4032,3024,37.6766,126.81639,0,0,0,0,1
64,sample064,4032,3024,37.67659,126.8164,0,0,0,0,1
65,sample065,3024,4032,37.67661,126.81639,1,0,0,0,0
66,sample066,1536,2049,37.67662,126.81642,1,0,0,0,0
67,sample067,3024,4032,37.67661,126.81642,1,0,0,0,0
68,sample068,3024,4032,37.67659,126.81639,1,0,0,0,0
69,sample069,4032,3024,37.6766,126.81638,1,0,0,0,1
70,sample070,4032,3024,37.67661,126.81639,0,0,0,0,1
71,sample071,3024,4032,37.6766,126.81638,1,0,0,0,0
72,sample072,3024,4032,37.67659,126.81639,0,0,0,0,1
73,sample073,3024,4032,37.67663,126.8164,1,1,0,0,0
74,sample074,4032,3024,37.67662,126.81639,0,0,0,0,1
75,sample075,1536,2048,37.52941,127.06541,1,0,0,0,0
76,sample076,1536,2049,37.67659,126.8164,1,0,0,0,0
77,sample077,1536,2049,37.6766,126.81641,0,0,0,0,1
78,sample078,2049,1536,37.67665,126.81639,0,0,0,0,1
79,sample079,1536,2049,37.67661,126.81641,1,0,0,0,0
80,sample080,1536,2049,37.67662,126.81642,1,0,0,0,0
81,sample081,2049,1536,37.67661,126.81643,1,0,0,0,1
82,sample082,2049,1536,37.6766,126.81639,0,0,0,0,1
83,sample083,1536,2049,37.67662,126.81641,1,0,0,0,0
84,sample084,1536,2049,37.52942,127.06541,1,0,0,0,0
85,sample085,1536,2049,37.52939,127.06542,1,0,0,0,0
86,sample086,1536,2049,37.52938,127.06539,1,0,0,0,0
87,sample087,1536,2049,37.52941,127.0654,1,0,0,0,0
88,sample088,1536,2049,37.52942,127.06542,1,0,0,0,0
89,sample089,1536,2049,37.52939,127.06539,1,0,0,0,0
90,sample090,2049,1536,37.52941,127.0654,1,0,0,0,0
91,sample091,1536,2049,37.5294,127.06541,1,0,0,0,0
92,sample092,2049,1536,37.52939,127.06542,1,0,0,0,0
93,sample093,2049,1536,37.52938,127.06542,1,0,0,0,0
94,sample094,2049,1536,37.52941,127.06541,1,0,0,0,0
95,sample095,1536,2049,37.52938,127.06544,1,0,0,0,0
96,sample096,1536,2049,37.52941,127.06544,1,0,0,0,0
97,sample097,1536,2049,37.52942,127.065441,0,0,0,0,1
98,sample098,1536,2049,37.52941,127.06539,1,0,0,0,0
99,sample099,2049,1536,37.67661,126.8164,1,0,0,0,1
100,sample100,1536,2049,37.6766,126.81639,1,0,0,0,0
101,sample101,1536,2049,37.67659,126.81641,1,0,0,0,0
102,sample102,1536,2049,37.67661,126.8164,1,0,0,0,0
103,sample103,1536,2049,37.6766,126.81642,1,0,0,0,0
104,sample104,2049,1536,37.67661,126.81643,0,0,0,0,1
105,sample105,1536,2049,37.67662,126.81642,1,0,0,0,0
106,sample106,1536,2049,37.67661,126.81641,1,0,0,0,0
107,sample107,1536,2049,37.6766,126.81642,0,1,0,0,0
108,sample108,1536,2049,37.67661,126.81636,0,1,0,0,0
109,sample109,1536,2049,37.67662,126.81639,0,0,0,0,1
110,sample110,1536,2049,37.67661,126.81639,1,0,0,0,0
111,sample111,2049,1536,37.67662,126.81641,0,0,0,0,1
112,sample112,2049,1536,37.67663,126.81642,0,0,0,0,1
113,sample113,1537,2049,37.67662,126.81641,0,0,0,0,1
114,sample114,1537,2049,37.67661,126.81642,0,0,0,0,1
1,IMG_3677.png,3024,4032,37.56,127.19,1,0,0,0,0
2,IMG_3730.png,1980,2640,37.56,127.19,1,0,0,0,0
3,IMG_3731.png,1980,2640,37.56,127.19,1,0,0,0,0
4,IMG_3737.png,3024,4032,37.56,127.19,1,0,0,0,0
5,IMG_3594.png,3024,4032,37.56,127.19,1,0,0,0,0
6,IMG_3666.png,2996,3994,37.56,127.19,1,0,0,0,0
7,IMG_3595.png,3024,4032,37.56,127.19,1,0,0,0,0
8,IMG_3665.png,2996,3994,37.56,127.19,1,0,0,0,0
9,IMG_3661.png,2195,2927,37.56,127.19,1,0,0,0,0
10,IMG_3606.png,3024,4032,37.56,127.19,1,0,0,0,0
11,IMG_3607.png,3024,4032,37.56,127.19,1,0,0,0,0
12,IMG_3753.png,3024,4032,37.56,127.19,1,0,0,0,0
13,IMG_3760.png,3024,4032,37.56,127.19,1,0,0,0,0
14,IMG_3761.png,3024,4032,37.56,127.19,1,0,0,0,0
15,IMG_3762.png,3024,4032,37.56,127.19,1,0,0,0,0
16,IMG_3763.png,3020,4026,37.56,127.19,1,0,0,0,0
17,IMG_3586.png,3024,4032,37.56,127.19,1,0,0,0,0
18,IMG_3587.png,3024,4032,37.56,127.19,1,0,0,0,0
19,IMG_3591.png,3024,4032,37.56,127.19,1,0,0,0,0
20,IMG_3592.png,3024,4032,37.56,127.19,1,0,0,0,0
21,IMG_3614.png,3024,4032,37.56,127.19,1,0,0,0,0
22,IMG_3615.png,3024,4032,37.56,127.19,1,0,0,0,0
23,IMG_3618.png,3024,4032,37.56,127.19,1,0,0,0,0
24,IMG_3654.png,3000,4000,37.56,127.19,1,0,0,0,0
25,IMG_3629.png,3024,4032,37.56,127.19,1,0,0,0,0
26,IMG_3630.png,3024,4032,37.56,127.19,1,0,0,0,0
27,IMG_3632.png,3024,4032,37.56,127.19,1,0,0,0,0
28,IMG_3781.png,3024,4032,37.56,127.19,1,0,0,0,0
29,IMG_3786.png,3024,4032,37.56,127.19,1,0,0,0,0
30,IMG_3787.png,3024,4032,37.56,127.19,1,0,0,0,0
31,IMG_3788.png,3024,4032,37.56,127.19,1,0,0,0,0
32,IMG_3744.png,1980,2640,37.56,127.19,1,1,0,0,0
33,IMG_3746.png,1980,2640,37.56,127.19,1,1,0,0,0
34,IMG_3749.png,3024,4032,37.56,127.19,1,1,0,0,0
35,IMG_3750.png,3024,4032,37.56,127.19,1,1,0,0,0
36,IMG_3675.png,3024,4032,37.56,127.19,0,1,0,0,0
37,IMG_3776.png,3024,4032,37.56,127.19,0,1,0,0,0
38,IMG_3777.png,3024,4032,37.56,127.19,0,1,0,0,0
39,IMG_3778.png,3024,4032,37.56,127.19,0,1,0,0,0
40,IMG_3770.png,3024,4032,37.56,127.19,0,1,0,0,0
41,IMG_3771.png,3024,4032,37.56,127.19,0,1,0,0,0
42,IMG_3773.png,3024,4032,37.56,127.19,0,1,0,0,0
43,IMG_3774.png,3024,4032,37.56,127.19,0,1,0,0,0
44,IMG_3765.png,3024,4032,37.56,127.19,0,1,0,0,0
45,IMG_3767.png,3024,4032,37.56,127.19,0,1,0,0,0
46,IMG_3768.png,3024,4032,37.56,127.19,0,1,0,0,0
47,IMG_3769.png,3024,4032,37.56,127.19,0,1,0,0,0
48,IMG_3643.png,3024,4032,37.56,127.19,0,1,0,0,0
49,IMG_3710.png,3024,4032,37.56,127.19,0,1,0,0,0
50,IMG_3712.png,3024,4032,37.56,127.19,0,1,0,0,0
51,IMG_3714.png,3024,4032,37.56,127.19,0,1,0,0,0
52,IMG_3582.png,3024,4032,37.56,127.19,0,0,1,0,0
53,IMG_3671.png,3000,4000,37.56,127.19,0,0,1,0,0
54,IMG_3584.png,3024,4032,37.56,127.19,0,0,1,0,0
55,IMG_3634.png,3024,4032,37.56,127.19,0,0,1,0,0
56,IMG_3720.png,3024,4032,37.56,127.19,0,0,1,0,0
57,IMG_3721.png,3024,4032,37.56,127.19,0,0,1,0,0
58,IMG_3722.png,3024,4032,37.56,127.19,0,0,1,0,0
59,IMG_3723.png,3024,4032,37.56,127.19,0,0,1,0,0
60,IMG_3578.png,3024,4032,37.56,127.19,0,0,0,0,1
61,IMG_3673.png,3000,4000,37.56,127.19,0,0,0,0,1
62,IMG_3579.png,3024,4032,37.56,127.19,0,0,0,0,1
63,IMG_3672.png,3000,4000,37.56,127.19,0,0,0,0,1
64,IMG_3859.png,3024,4032,37.56,127.19,0,1,0,0,0
65,IMG_6544.png,3024,4032,37.56,127.19,0,1,0,0,0
66,IMG_6540.png,3024,4032,37.33,127.11,1,0,0,0,0
67,IMG_6541.png,3024,4032,37.33,127.11,1,0,0,0,0
68,IMG_6543.png,3024,4032,37.33,127.11,1,0,0,0,0
69,IMG_3872.png,2268,4032,37.33,127.11,1,0,0,0,0
70,IMG_3873.png,3024,4032,37.33,127.11,1,0,0,0,0
71,IMG_3874.png,3024,4032,37.33,127.11,1,0,0,0,0
72,IMG_3875.png,3024,4032,37.33,127.11,1,0,0,0,0
73,IMG_3878.png,3024,4032,37.33,127.11,1,0,0,0,0
74,IMG_3879.png,2479,3305,37.33,127.11,1,0,0,0,0
75,IMG_3880.png,3024,4032,37.33,127.11,1,0,0,0,0
76,IMG_3881.png,3024,4032,37.33,127.11,1,0,0,0,0
77,IMG_3861.png,3024,4032,37.33,127.11,1,1,0,0,0
78,IMG_3863.png,3024,4032,37.33,127.11,1,1,0,0,0
79,IMG_3864.png,1925,2566,37.33,127.11,1,1,0,0,0
80,IMG_9728.png,1536,2049,37.53,127.07,1,0,0,0,0
81,IMG_9729.png,1152,1536,37.53,127.07,1,0,0,0,0
82,IMG_9730.png,1536,2049,37.53,127.07,1,0,0,0,0
83,IMG_3358.png,3024,4032,37.53,127.07,1,0,0,0,0
84,IMG_9816.png,1536,2049,37.53,127.07,0,1,0,0,0
85,IMG_9817.png,1152,1536,37.53,127.07,0,1,0,0,0
86,IMG_9818.png,1536,2049,37.53,127.07,0,1,0,0,0
87,IMG_9819.png,1152,1536,37.53,127.07,0,1,0,0,0
88,IMG_9717.png,1536,2049,37.53,127.07,0,0,0,0,1
89,IMG_9718.png,1152,1536,37.53,127.07,0,0,0,0,1
90,IMG_9719.png,1536,2049,37.53,127.07,0,0,0,0,1
91,IMG_9720.png,1536,2049,37.53,127.07,0,0,0,0,1
92,IMG_4060.png,3024,4032,37.55,127.22,0,1,0,0,0
93,IMG_4061.png,3024,4032,37.55,127.22,0,1,0,0,0
94,IMG_4063.png,3024,4032,37.55,127.22,0,1,0,0,0
95,IMG_4064.png,3024,4032,37.55,127.22,0,1,0,0,0
96,IMG_4071.png,3024,4032,37.55,127.22,0,1,0,0,0
97,IMG_4072.png,3024,4032,37.55,127.22,0,1,0,0,0
98,IMG_4073.png,3024,4032,37.55,127.22,0,1,0,0,0
99,IMG_4074.png,3024,4032,37.55,127.22,0,1,0,0,0
100,IMG_4052.png,3024,4032,37.55,127.22,0,1,0,0,0
101,IMG_4053.png,3024,4032,37.55,127.22,0,1,0,0,0
102,IMG_4054.png,3024,4032,37.55,127.22,0,1,0,0,0
103,IMG_4055.png,3024,4032,37.55,127.22,0,1,0,0,0
104,IMG_0068.png,1536,2049,37.67,126.82,1,0,0,0,0
105,IMG_0069.png,1152,1536,37.67,126.82,1,0,0,0,0
106,IMG_0033.png,1536,2049,37.67,126.82,0,0,0,0,1
107,IMG_0034.png,1152,1536,37.67,126.82,0,0,0,0,1
108,IMG_4101.png,3024,4032,37.56,127.18,1,0,0,0,0
109,IMG_4102.png,3024,4032,37.56,127.18,1,0,0,0,0
110,IMG_4103.png,3024,4032,37.56,127.18,1,0,0,0,0
111,IMG_4104.png,3024,4032,37.56,127.18,1,0,0,0,0
112,IMG_4096.png,3024,4032,37.56,127.18,0,0,0,1,0
113,IMG_4097.png,3024,4032,37.56,127.18,0,0,0,1,0
114,IMG_4098.png,3024,4032,37.56,127.18,0,0,0,1,0
115,IMG_4099.png,3024,4032,37.56,127.18,0,0,0,1,0
1,IMG_3677.png,3024,4032,37.56,127.19,1,0,0,0,0
2,IMG_3730.png,1980,2640,37.56,127.19,1,0,0,0,0
3,IMG_3731.png,1980,2640,37.56,127.19,1,0,0,0,0
4,IMG_3737.png,3024,4032,37.56,127.19,1,0,0,0,0
5,IMG_3594.png,3024,4032,37.56,127.19,1,0,0,0,0
6,IMG_3666.png,2996,3994,37.56,127.19,1,0,0,0,0
7,IMG_3595.png,3024,4032,37.56,127.19,1,0,0,0,0
8,IMG_3665.png,2996,3994,37.56,127.19,1,0,0,0,0
9,IMG_3661.png,2195,2927,37.56,127.19,1,0,0,0,0
10,IMG_3606.png,3024,4032,37.56,127.19,1,0,0,0,0
11,IMG_3607.png,3024,4032,37.56,127.19,1,0,0,0,0
12,IMG_3753.png,3024,4032,37.56,127.19,1,0,0,0,0
13,IMG_3760.png,3024,4032,37.56,127.19,1,0,0,0,0
14,IMG_3761.png,3024,4032,37.56,127.19,1,0,0,0,0
15,IMG_3762.png,3024,4032,37.56,127.19,1,0,0,0,0
16,IMG_3763.png,3020,4026,37.56,127.19,1,0,0,0,0
17,IMG_3586.png,3024,4032,37.56,127.19,1,0,0,0,0
18,IMG_3587.png,3024,4032,37.56,127.19,1,0,0,0,0
19,IMG_3591.png,3024,4032,37.56,127.19,1,0,0,0,0
20,IMG_3592.png,3024,4032,37.56,127.19,1,0,0,0,0
21,IMG_3614.png,3024,4032,37.56,127.19,1,0,0,0,0
22,IMG_3615.png,3024,4032,37.56,127.19,1,0,0,0,0
23,IMG_3618.png,3024,4032,37.56,127.19,1,0,0,0,0
24,IMG_3654.png,3000,4000,37.56,127.19,1,0,0,0,0
25,IMG_3629.png,3024,4032,37.56,127.19,1,0,0,0,0
26,IMG_3630.png,3024,4032,37.56,127.19,1,0,0,0,0
27,IMG_3632.png,3024,4032,37.56,127.19,1,0,0,0,0
